state1,state2,distance
GA,VT,15.707333258067704
GA,VA,6.698686677998904
GA,WA,39.83265557767897
GA,WV,6.629075076509546
GA,WI,13.656853520851719
GA,WY,26.238026823677114
HI,AL,70.65709236792866
HI,AK,43.96696243647041
HI,AZ,46.84853271064101
HI,AR,65.57726487449749
HI,CA,40.58610588329461
HI,CO,54.15838283276192
HI,CT,86.322969165802
HI,DE,83.00193196125016
HI,DC,81.51354773140476
HI,FL,74.39271929994224
HI,GA,73.96917066352712
HI,HI,0.0
HI,ID,48.19494840468243
HI,IL,70.01999143701748
HI,IN,72.78132510926139
HI,IA,66.54380592549543
HI,KS,60.78239256470579
HI,KY,73.13315862561936
HI,LA,65.27259562825736
HI,ME,90.66774306802836
HI,MD,81.7645764199265
HI,MA,87.37191524036773
HI,MI,74.92938841502713
HI,MN,67.28939309103629
HI,MS,67.85663390192592
HI,MO,66.41928326698508
HI,MT,53.85872809638194
HI,NE,60.43585237232946
HI,NV,44.06635016302123
HI,NH,87.95893475707855
HI,NJ,84.08904485609288
HI,NM,52.205310654855815
HI,NY,83.96276968287792
HI,NC,78.4844147904538
HI,ND,62.15469793668055
HI,OH,76.247993037522
HI,OK,60.8338514217208
HI,OR,42.91427536344987
HI,PA,81.2259064829073
HI,RI,87.47149466254709
HI,SC,76.69707713420375
HI,SD,61.12143903181602
HI,TN,71.73232954763145
HI,TX,58.12836050715693
HI,UT,48.578601620466614
HI,VT,87.01902492219735
HI,VA,79.41147240443286
HI,WA,44.995289578577015
HI,WV,77.94145523558053
HI,WI,70.69850107831142
HI,WY,53.84294489763725
ID,AL,30.097623473291048
ID,AK,42.51412754367658
ID,AZ,10.500232382666589
ID,AR,24.10318187646602
ID,CA,8.657342883356304
ID,CO,10.528055600632062
ID,CT,41.97450780521435
ID,DE,39.47377865989017
ID,DC,37.98992586897215
ID,FL,35.79956484442234
ID,GA,33.29720535600548
ID,HI,48.19494840468243
ID,ID,0.0
ID,IL,25.77921016807924
ID,IN,28.679790809034856
ID,IA,21.2392785809688
ID,KS,17.257001321202946
ID,KY,30.093013163357377
ID,LA,26.227924554565888
ID,ME,45.381632782437435
ID,MD,38.19106970510253
ID,MA,42.85575664691967
ID,MI,29.20280030202583
ID,MN,20.39918643794404
ID,MS,27.51653345336218
ID,MO,22.95159378975674
ID,MT,5.665433375303246
ID,NE,15.08256251503702
ID,NV,5.4123576415458805
ID,NH,43.03712181094363
ID,NJ,40.156280207210436
ID,NM,13.08189430472514
ID,NY,39.11116105218561
ID,NC,36.30671154387299
ID,ND,14.482592276591918
ID,OH,32.077868360912014
ID,OK,19.230770491324577
ID,OR,5.959927128749146
ID,PA,36.97684085207929
ID,RI,43.13979654947389
ID,SC,35.29415633727487
ID,SD,14.3870031782161
ID,TN,29.510985355626474
ID,TX,19.982597085464146
ID,UT,5.840851346336424
ID,VT,41.94814924022274
ID,VA,36.40560727209478
ID,WA,6.574883613418561
ID,WV,34.4665721256118
ID,WI,24.620418046207092
ID,WY,7.1906596554141045
IL,AL,7.63855209643817
IL,AK,67.50250360638485
IL,AZ,23.192230746092537
IL,AR,6.0858885645401015
IL,CA,30.407671094149908
IL,CO,16.384626695167633
IL,CT,16.54483546850799
IL,DE,13.731863917910054
IL,DC,12.23424577977735
IL,FL,13.25650012937049
IL,GA,9.373917284145406
IL,HI,70.01999143701748
IL,ID,25.77921016807924
IL,IL,0.0
IL,IN,2.9186295174276604
IL,IA,4.756092493844076
IL,KS,9.3134485133059
IL,KY,4.631565648892394
IL,LA,9.399618073624051
IL,ME,20.652738233222244
IL,MD,12.444777549237276
IL,MA,17.529078117516615
IL,MI,5.733157305534183
IL,MN,8.063805456482694
IL,MS,7.320487127234084
IL,MO,3.671095784639783
IL,MT,21.6059462935554
IL,NE,10.703674003350443
IL,NV,27.443958313807435
IL,NH,17.98730615183941
IL,NJ,14.524464282375448
IL,NM,17.82983893281148
IL,NY,13.976445345652097
IL,NC,10.785951670575948
IL,ND,13.486428990655758
IL,OH,6.407466589066226
IL,OK,9.417054352609412
IL,OR,31.602363595940098
IL,PA,11.427549806060792
IL,RI,17.715862224007047
IL,SC,10.315271932915778
IL,SD,11.875999949477933
IL,TN,5.059946807032662
IL,TX,13.269834214864927
IL,UT,22.48585504000237
IL,VT,17.014134461970137
IL,VA,10.64541778794989
IL,WA,32.101324946176284
IL,WV,8.687478752779777
IL,WI,4.6514931495166145
IL,WY,18.59088830825466
IN,AL,7.135803910562561
IN,AK,70.28476358393759
IN,AZ,25.993373963377675
IN,AR,7.934854829169845
IN,CA,33.29846822317808
IN,CO,19.287070058461445
IN,CT,13.66396705865467
IN,DE,10.814499929261641
IN,DC,9.319006836567933
IN,FL,11.897663438675673
IN,GA,7.788554313221419
IN,HI,72.78132510926139
IN,ID,28.679790809034856
IN,IL,2.9186295174276604
IN,IN,0.0
IN,IA,7.536835686811806
IN,KS,12.179587911337556
IN,KY,2.554732960604687
IN,LA,10.514248957010668
IN,ME,17.896916369307867
IN,MD,9.527730219207514
IN,MA,14.665317250233624
IN,MI,4.5369697166721314
IN,MN,10.255103312010082
IN,MS,7.918361653776617
IN,MO,6.364914038696831
IN,MT,24.42429149719599
IN,NE,13.613085734321967
IN,NV,30.354864260114898
IN,NH,15.18027562134495
IN,NJ,11.612585831329733
IN,NM,20.57612274968246
IN,NY,11.181541718385711
IN,NC,8.145455141365643
IN,ND,16.07127845879102
IN,OH,3.5098590299326804
IN,OK,12.0108388291576
IN,OR,34.51389452452447
IN,PA,8.538874821075668
IN,RI,14.832832809682708
IN,SC,8.04540206142614
IN,SD,14.668267385754868
IN,TN,4.036788036298167
IN,TX,15.529430202360931
IN,UT,25.39552431787932
IN,VT,14.241364397065325
IN,VA,7.797653730449942
IN,WA,34.97662587957849
IN,WV,5.796025370889954
IN,WI,6.013027711560961
IN,WY,21.494538525169595
IA,AL,11.439533547308644
IA,AK,62.76190469066407
IA,AZ,19.76838592627128
IA,AR,7.258148610355122
IA,CA,26.430092280580485
IA,CO,12.43862338243264
IA,CT,20.773644117727635
IA,DE,18.253667884838926
IA,DC,16.78244543235579
IA,FL,17.40051760293353
IA,GA,13.786357768460817
IA,HI,66.54380592549543
IA,ID,21.2392785809688
IA,IL,4.756092493844076
IA,IN,7.536835686811806
IA,IA,0.0
IA,KS,6.056714399738526
IA,KY,9.367776116560428
IA,LA,11.107836831714806
IA,ME,24.47592248721179
IA,MD,16.975905572899496
IA,MA,21.68848476818977
IA,MI,8.398828977899232
IA,MN,4.282760540819443
IA,MS,10.09289021688039
IA,MO,3.8606587844563505
IA,MT,16.88753839521913
IA,NE,6.321973750340959
IA,NV,23.297619910196847
IA,NH,21.973623988090804
IA,NJ,18.917288960102077
IA,NM,14.764038050614749
IA,NY,17.990671536382404
IA,NC,15.54177291205865
IA,ND,8.801711822708134
IA,OH,10.850778243978626
IA,OK,7.6195271067173165
IA,OR,27.12604105910039
IA,PA,15.741975160696954
IA,RI,21.943426014412598
IA,SC,15.0102014443511
IA,SD,7.135127660385621
IA,TN,9.471562841474475
IA,TX,12.09945616133221
IA,UT,18.384119904145535
IA,VT,20.92538346124151
IA,VA,15.334021724583533
IA,WA,27.468832113688414
IA,WV,13.323497383570126
IA,WI,4.331480607136541
IA,WY,14.085316872544968
KS,AL,12.88778481275971
KS,AK,59.65771735391826
KS,AZ,13.93397217343282
KS,AR,6.943828112071895
KS,CA,21.129822734703673
KS,CO,7.185063326791214
KS,CT,25.843126259220263
KS,DE,22.880774505466373
KS,DC,21.3697572623088
KS,FL,18.736859841766428
KS,GA,16.043257576938664
KS,HI,60.78239256470579
KS,ID,17.257001321202946
KS,IL,9.3134485133059
KS,IN,12.179587911337556
KS,IA,6.056714399738526
KS,KS,0.0
KS,KY,13.113413433961423
KS,LA,9.791731409715034
KS,ME,29.93787499806891
KS,MD,21.596795316435262
KS,MA,26.83763218355896
KS,MI,14.229676631603395
KS,MN,8.788845715450922
KS,MS,10.44298338838092
KS,MO,5.923986678749367
KS,MT,14.138042276425697
KS,NE,3.3567723932372937
KS,NV,18.26990037411262
KS,NH,27.296618375359234
KS,NJ,23.76825838718521
KS,NM,8.745697021964578
KS,NY,23.284748763299984
KS,NC,19.218597693120067
KS,ND,9.195999739560678
KS,OH,15.689431893475295
KS,OK,3.036945216825613
KS,OR,22.835318268419215
KS,PA,20.718462587750082
KS,RI,27.012330737831558
KS,SC,18.07311136025006
KS,SD,6.230328014639359
KS,TN,12.315251053064243
KS,TX,7.082114418731171
KS,UT,13.314670902804924
KS,VT,26.3119987488598
KS,VA,19.550887082943312
KS,WA,23.789834077815673
KS,WV,17.75831008654821
KS,WI,10.38818001624923
KS,WY,10.216240827231903
KY,AL,4.99433535618104
KY,AK,72.04054770509453
KY,AZ,26.558971962408492
KY,AR,7.613218311594648
KY,CA,34.16929874331635
KY,CO,20.29845498406221
KY,CT,13.222359807538133
KY,DE,9.904539485508652
KY,DC,8.400757342049575
KY,FL,9.349917828515924
KY,GA,5.234610443003375
KY,HI,73.13315862561936
KY,ID,30.093013163357377
KY,IL,4.631565648892394
KY,IN,2.554732960604687
KY,IA,9.367776116560428
KY,KS,13.113413433961423
KY,KY,0.0
KY,LA,9.30728627098146
KY,ME,17.868553593673994
KY,MD,8.645914499345922
KY,MA,14.297108744428005
KY,MI,6.812857668409049
KY,MN,12.551897316342266
KY,MS,6.487142620599613
KY,MO,7.202945537764397
KY,MT,26.12660746136016
KY,NE,15.035686170241792
KY,NV,31.38043435725517
KY,NH,15.034516907436693
KY,NJ,10.956110372299102
KY,NM,21.04421041545632
KY,NY,11.176901847113092
KY,NC,6.2367113417249005
KY,ND,18.117836173229964
KY,OH,3.7232811886829036
KY,OK,12.346492557807661
KY,OR,35.832186085278146
KY,PA,8.21375856779343
KY,RI,14.356245646407691
KY,SC,5.7007604168216
KY,SD,16.446103422999624
KY,TN,1.9774896839174698
KY,TX,15.28159441321487
KY,UT,26.427593607439935
KY,VT,14.225654068969897
KY,VA,6.448413510313983
KY,WA,36.498755984553775
KY,WV,4.808374236683331
KY,WI,8.50160526959468
KY,WY,22.909495232544952
LA,AL,5.443810049955818
LA,AK,68.72278214769831
LA,AZ,19.922964885026534
LA,AR,3.850791821171329
LA,CA,28.145166741023232
LA,CO,15.69992171604687
LA,CT,21.96996675577821
LA,DE,18.29527140356218
LA,DC,16.90998929183575
LA,FL,9.853573614176723
LA,GA,8.697551862449565
LA,HI,65.27259562825736
LA,ID,26.227924554565888
LA,IL,9.399618073624051
LA,IN,10.514248957010668
LA,IA,11.107836831714806
LA,KS,9.791731409715034
LA,KY,9.30728627098146
LA,LA,0.0
LA,ME,26.874740489165653
LA,MD,17.175482177219948
LA,MA,23.082618974891034
LA,MI,14.821716243404468
LA,MN,15.385968656214018
LA,MS,2.8644017263645094
LA,MO,7.3022788723795005
LA,MT,23.801848556152112
LA,NE,13.054169835726825
LA,NV,25.98232598055841
LA,NH,23.996942743816337
LA,NJ,19.578769400552222
LA,NM,14.505150425969399
LA,NY,20.310385225544103
LA,NC,13.38360104941865
LA,ND,18.440969829431427
LA,OH,13.025193622361238
LA,OK,7.117085516558028
LA,OR,31.325066453880037
LA,PA,17.256329055740675
LA,RI,23.0289587617417
LA,SC,11.459929500655745
LA,SD,15.704330466785267
LA,TN,7.403795141682402
LA,TX,7.345672848691264
LA,UT,21.328107787846537
LA,VT,23.295543802195294
LA,VA,14.641623010103757
LA,WA,32.7957629557539
LA,WV,13.66401605714806
LA,WI,13.702542700170648
LA,WY,19.600712170735022
ME,AL,21.62809508070463
ME,AK,85.11480631570514
ME,AZ,43.84446449404987
ME,AR,25.455274709379978
ME,CA,50.88941158433648
ME,CO,36.85999501207236
ME,CT,5.117249848307196
ME,DE,8.939702055997163
ME,DC,10.105754695716696
ME,FL,21.321733714921027
ME,GA,19.069250222281944
ME,HI,90.66774306802836
ME,ID,45.381632782437435
ME,IL,20.652738233222244
ME,IN,17.896916369307867
ME,IA,24.47592248721179
ME,KS,29.93787499806891
ME,KY,17.868553593673994
ME,LA,26.874740489165653
ME,ME,0.0
ME,MD,9.841073308333796
ME,MA,4.031534231530228
ME,MI,16.199720448205273
ME,MN,25.079058827834828
